Statements,Sentiment
gt hm oh he forgot about the shot that his wife had sent to him from her end with a quick ra,sadness
just ran into runner after a dust storm they said to keep my eyes peeled as they heard theres a coursing pounder in the quarry,joy
bbc news  harry and meghan the royal couple are looking for the exit take the exit take the exit take the exit,fear
just ran into nano after a dust storm they said to watch out as they heard theres a hulking corpse fly in the garage,sadness
another one bites the dust bye spartacus,love
dust storm australia th january  jaxa  jma ,sadness
monster dust storm blankets several australian states,sadness
guys im losing it the storm trooper really had to do it to him like that,joy
disasters  creative exhibition practice at parsons school of design and year history of the great hanshina,joy
food truck offers free food for earthquakeaffected tourists in lombok  cyprus aftodioikisi,joy
earthquakeph earthquakecavite earthquake information no date and time  jan    pm magnitude   depth,sadness
hey loves tip lang coming from someone who survived a  magnitude earthquake and volunteered all around the province,love
sismo m  southeast of easter island   utc temblor csem emsc,sadness
puerto rico  earthquake  south korea  bush fire  mexico volcano erupting  guatemala volcano is still erupting  in,surprise
hello ikonic please pray for everyone who lives near the taal volcano in the philippines they had a phreatic erupti,sadness
map of felt reports received so far following the earthquake m in puerto rico region  min ago,sadness
temblor mb  southeast of easter island magnitude mb  region southeast of easter island date time ,sadness
forget all these education debates who remembers the time when apparently there was going to be an earthquake in gh,joy
m  southeast of easter island earthquake sismo,sadness
m  myanmarindia border region earthquake sismo,sadness
m  philippine islands region earthquake sismo,sadness
unsilent the democrats arent ready for the earthquake walkaway is bringing in  this thursday jan th find o,joy
our fellow americans in puerto rico can use our support after this weeks earthquakes theyve shown their enduring spirit,sadness
seeing a us territory puertorico suffer from lack of infrastructure has me worried you ar,sadness
another quake a  magnitude earthquake occurred km nw of agoncillo batangas at  pm it was felt in tagaytay,sadness
is vancouver getting another earthquake soon,joy
puerto rico  earthquake  south korea  bush fire  mexico volcano erupting  guatemala volcano is still erupting  ind,surprise
earthquake information no date and time  jan    pm magnitude   depth   kilometers location  ,sadness
haitians are still asking where the money is from the last earthquake where the crooked clinton foundation collected billi,joy
just in an earthquake was felt in parts of calabarzon and metro manila details to follow,sadness
i had a great time visiting kumamoto i learned about the steady recovery from the  earthquake and discussed the usj,fear
a m earthquake has been reported by the geofon for m  philippine islands region link,sadness
after this weekends  earthquake we continue to pray for our fellow american citizens in puerto rico trump admin mu,sadness
a m earthquake has been reported by the geonetnz for  km north of turangi link,sadness
